,BALANCE_EXCESS,BALANCE_TENURE,CITY,COMPLETED_TENURE,CURRENT_INTEREST_RATE,FORECLOSURE,clusters_hierarchical
266,0.0,85.0,146.0,40.0,16.7305968,0.0,2
267,0.0,209.0,187.0,20.0,14.358348,0.0,3
268,0.0,30.0,187.0,53.5,13.734072,0.0,2
269,0.0,213.0,187.0,53.5,14.04621,0.0,2
270,0.0,142.0,187.0,53.5,16.855452,0.0,2
271,0.0,106.0,187.0,53.5,12.1109544,0.0,2
272,0.0,211.0,146.0,53.5,14.9201964,0.0,2
273,0.0,16.0,224.0,53.5,16.855452,0.0,2
274,0.0,145.0,53.0,47.0,12.797658,0.0,2
275,0.0,150.0,74.0,48.0,16.855452,0.0,2
276,143.55588,97.0,146.0,53.5,15.4820448,0.0,1
277,0.0,27.0,187.0,34.0,14.358348,0.0,2
278,143.55588,57.0,20.0,53.5,12.1109544,0.0,1
279,0.0,216.0,146.0,53.5,14.670486,0.0,2
280,0.0,30.0,187.0,44.0,16.855452,0.0,2
281,0.4417104000000001,241.0,20.0,44.0,14.358348,0.0,3
282,0.0,85.0,146.0,53.5,11.9860992,0.0,2
283,0.0,231.0,146.0,31.0,14.04621,0.0,3
284,0.0,255.0,187.0,29.0,14.358348,0.0,3
285,0.0,117.0,146.0,53.5,12.4230924,0.0,2
286,0.0,278.0,146.0,22.0,13.2346512,0.0,3
287,0.4417104000000001,85.0,90.0,53.5,14.9201964,0.0,2
288,0.4417104000000001,207.0,53.0,33.0,14.1086376,0.0,3
289,0.4417104000000001,140.0,146.0,36.0,14.982624,0.0,2
290,143.55588,47.0,20.0,53.5,16.4184588,0.0,1
291,0.0,159.0,2.0,40.0,16.855452,0.0,3
292,0.0,164.0,146.0,34.0,16.855452,0.0,2
293,0.0,16.0,146.0,35.0,16.855452,0.0,2
294,0.0,16.0,146.0,35.0,16.855452,0.0,2
295,1.3251312,269.0,146.0,9.0,14.670486,0.0,3
296,0.0,90.0,20.0,53.5,13.6716444,0.0,2
297,0.0,63.0,146.0,40.0,13.109796,0.0,2
298,0.0,130.0,146.0,43.0,12.3606648,0.0,2
299,0.0,157.0,146.0,53.5,12.0485268,0.0,2
300,0.0,122.0,146.0,46.0,14.04621,0.0,2
301,0.0,153.0,146.0,45.0,15.919038,0.0,2
302,143.55588,145.0,146.0,53.5,16.7930244,0.0,1
303,0.0,197.0,146.0,53.5,14.04621,0.0,2
304,0.0,63.0,146.0,37.0,14.670486,0.0,2
305,0.8834208000000001,150.0,146.0,49.0,16.855452,0.0,2
306,0.0,147.0,161.0,52.0,16.855452,0.0,2
307,0.4417104000000001,147.0,53.0,33.0,15.6693276,0.0,3
308,0.0,165.0,146.0,32.0,14.670486,0.0,3
309,0.0,131.0,20.0,53.5,18.2912868,0.0,2
310,0.0,98.0,146.0,24.0,15.919038,0.0,2
311,0.0,102.0,146.0,35.0,12.2982372,0.0,2
312,0.0,29.0,146.0,53.5,14.9201964,0.0,2
313,0.0,138.0,146.0,53.5,16.855452,0.0,2
314,1.23678912,178.0,187.0,21.0,16.855452,0.0,2
315,0.0,16.0,74.0,32.0,16.855452,0.0,2
316,0.0,42.0,53.0,53.5,14.9201964,0.0,2
317,143.55588,106.0,166.0,53.5,16.7305968,0.0,1
318,0.4417104000000001,240.0,146.0,28.0,14.982624,0.0,3
319,0.0,16.0,146.0,53.5,15.6069,0.0,2
320,0.0,264.0,224.0,21.0,14.358348,0.0,3
321,0.0,134.0,20.0,53.5,18.6034248,0.0,2
322,0.0,88.0,53.0,38.0,17.479728,0.0,2
323,0.0,193.0,53.0,53.5,14.2959204,0.0,3
324,0.0,19.0,187.0,53.5,15.294762,0.0,2
325,126.3291744,16.0,20.0,53.5,17.16759,0.0,1
326,0.0,166.0,146.0,53.5,12.797658,0.0,2
327,143.55588,76.0,146.0,53.5,16.855452,0.0,1
328,0.0,104.0,187.0,47.0,14.04621,0.0,2
329,0.0,145.0,2.0,53.5,16.855452,0.0,2
330,0.0,115.0,90.0,53.5,14.9201964,0.0,2
331,0.0,34.0,146.0,31.0,16.4184588,0.0,2
332,0.0,173.0,187.0,26.0,16.855452,0.0,2
333,0.0,16.0,224.0,53.0,14.04621,0.0,2
334,0.0,89.0,187.0,53.5,13.734072,0.0,2
335,0.0,105.0,2.0,53.5,15.2323344,0.0,2
336,0.0,16.0,20.0,53.5,16.855452,0.0,2
337,0.0,261.0,53.0,23.0,14.358348,0.0,3
338,0.0,95.0,224.0,53.5,12.4230924,0.0,2
339,0.0,20.0,161.0,33.0,16.855452,0.0,2
340,0.0,103.0,146.0,53.5,15.2323344,0.0,2
341,0.0,102.0,187.0,53.5,12.48552,0.0,2
342,0.0,135.0,187.0,53.5,18.6034248,0.0,2
343,1.3251312,134.0,80.0,46.0,14.358348,0.0,2
344,0.0,111.0,146.0,27.0,13.734072,0.0,2
345,0.0,227.0,187.0,45.0,14.04621,0.0,3
346,0.4417104000000001,116.0,71.0,53.5,14.9201964,0.0,2
347,1.5459864,244.0,146.0,42.0,16.543314,0.0,3
348,0.4417104000000001,184.0,187.0,17.0,17.16759,0.0,2
349,0.0,163.0,187.0,35.0,16.543314,0.0,2
350,0.0,16.0,224.0,28.0,16.543314,0.0,2
351,0.0,138.0,146.0,35.0,13.2346512,0.0,3
352,0.0,219.0,53.0,26.0,14.358348,0.0,3
353,0.0,42.0,187.0,53.5,17.0427348,0.0,2
354,0.0,169.0,146.0,30.0,17.479728,0.0,2
355,0.0,248.0,166.0,53.5,19.8519768,0.0,3
356,0.8834208000000001,176.0,53.0,38.0,12.9225132,0.0,2
357,0.0,178.0,187.0,21.0,16.855452,0.0,2
358,0.0,16.0,224.0,48.0,12.797658,0.0,2
359,1.59015744,250.0,146.0,39.0,14.982624,0.0,3
360,0.06625656,117.0,187.0,53.5,12.1109544,0.0,2
361,0.0,24.0,187.0,30.0,16.543314,0.0,2
362,0.0,99.0,2.0,53.5,13.6716444,0.0,2
363,0.0,133.0,90.0,53.5,18.6034248,0.0,2
364,0.0,212.0,224.0,53.5,14.04621,0.0,2
365,0.0,257.0,146.0,29.0,14.670486,0.0,3
366,0.0,91.0,161.0,21.0,16.855452,0.0,2
367,0.0,16.0,53.0,49.0,18.72828,0.0,2
368,0.4417104000000001,137.0,90.0,53.5,18.6034248,0.0,2
369,0.0,40.0,187.0,21.0,18.416142,0.0,2
370,0.4417104000000001,161.0,166.0,35.0,14.358348,0.0,3
371,0.0,160.0,146.0,37.0,16.855452,0.0,2
372,0.0,145.0,146.0,38.0,16.543314,0.0,2
373,2.6502624,143.0,187.0,53.5,12.3606648,0.0,2
374,0.4417104000000001,76.0,146.0,53.5,14.6080584,0.0,2
375,0.0,24.0,187.0,36.0,16.543314,0.0,2
376,0.0,245.0,20.0,22.0,14.670486,0.0,3
377,2.6502624,169.0,146.0,32.0,17.16759,0.0,2
378,0.0,263.0,187.0,22.0,14.358348,0.0,3
379,0.0,98.0,146.0,53.5,12.1109544,0.0,2
380,0.0,164.0,146.0,44.0,14.04621,0.0,2
381,1.5459864,117.0,146.0,53.5,12.173382,0.0,2
382,0.0,38.0,146.0,35.0,16.855452,0.0,2
383,2.208552,266.0,90.0,34.0,14.358348,0.0,3
384,0.0,149.0,20.0,50.0,16.231176,0.0,2
385,0.0,246.0,187.0,40.0,14.358348,0.0,3
386,0.4417104000000001,131.0,187.0,53.5,17.16759,0.0,2
387,0.4417104000000001,90.0,146.0,48.0,14.670486,0.0,2
388,1.104276,274.0,187.0,26.0,14.358348,0.0,3
389,0.0,139.0,146.0,47.0,16.231176,0.0,2
390,0.0,325.0,146.0,18.0,14.1710652,0.0,3
391,16.56414,39.0,146.0,53.5,14.2334928,0.0,2
392,0.0,128.0,71.0,51.0,15.294762,0.0,2
393,0.0,177.0,80.0,22.0,16.543314,0.0,3
394,0.0,16.0,187.0,49.0,15.294762,0.0,2
395,0.0,148.0,53.0,52.0,16.855452,0.0,2
396,0.0,163.0,53.0,53.5,12.48552,0.0,2
397,0.0,133.0,146.0,53.5,16.855452,0.0,2
398,0.0,20.0,53.0,53.5,18.6034248,0.0,2
399,0.0,16.0,20.0,39.0,17.16759,0.0,2
400,0.0,162.0,146.0,38.0,16.855452,0.0,2
401,0.0,37.0,146.0,53.5,14.4832032,0.0,2
402,0.0,85.0,187.0,53.5,16.855452,0.0,2
403,0.0,86.0,20.0,53.5,14.9201964,0.0,2
404,0.0,175.0,187.0,22.0,14.358348,0.0,2
405,0.0,61.0,146.0,34.0,16.855452,0.0,2
406,0.0,69.0,161.0,44.0,17.16759,0.0,2
407,1.23678912,311.0,224.0,33.0,14.04621,0.0,3
408,0.0,195.0,224.0,34.0,14.358348,0.0,2
409,0.0,257.0,146.0,22.0,13.109796,0.0,3
410,0.0,145.0,53.0,32.0,15.9814656,0.0,3
411,0.0,336.0,74.0,20.0,14.358348,0.0,3
412,1.3251312,230.0,146.0,44.0,14.358348,0.0,3
413,0.0,153.0,53.0,45.0,16.231176,0.0,3
414,0.0,158.0,146.0,42.0,16.543314,0.0,2
415,0.0,16.0,187.0,45.0,16.855452,0.0,2
416,0.0,268.0,146.0,21.0,14.982624,0.0,3
417,0.0,159.0,187.0,47.0,12.48552,0.0,2
418,0.4417104000000001,85.0,53.0,53.5,12.2982372,0.0,2
419,0.0,167.0,53.0,32.0,16.855452,0.0,3
420,0.0,167.0,53.0,32.0,16.855452,0.0,3
421,0.0,183.0,146.0,16.0,14.358348,0.0,3
422,0.0,151.0,187.0,53.5,14.9201964,0.0,2
423,0.0,90.0,146.0,25.0,17.791866,0.0,2
424,0.0,133.0,187.0,34.0,14.670486,0.0,2
425,84.3666864,105.0,2.0,20.0,14.358348,0.0,3
426,0.0,122.0,146.0,53.5,13.9213548,0.0,2
427,0.0,137.0,2.0,53.5,18.6034248,0.0,2
428,1.104276,92.0,146.0,53.5,12.9849408,0.0,2
429,0.0,174.0,74.0,25.0,16.543314,0.0,3
430,0.4417104000000001,134.0,187.0,53.5,14.2334928,0.0,2
431,0.0,169.0,146.0,30.0,16.4184588,0.0,2
432,0.4417104000000001,156.0,146.0,41.0,15.294762,0.0,2
433,0.0,148.0,224.0,51.0,16.855452,0.0,2
434,0.0,94.0,146.0,53.5,14.5456308,0.0,2
435,0.0,62.0,53.0,53.5,13.6092168,0.0,2
436,0.8834208000000001,155.0,146.0,44.0,16.543314,0.0,2
437,0.0,117.0,187.0,26.0,13.421934,0.0,2
438,0.0,98.0,2.0,28.0,16.855452,0.0,2
439,0.0,75.0,80.0,49.0,14.670486,0.0,2
440,0.0,79.0,2.0,53.5,13.109796,0.0,2
441,143.55588,68.0,2.0,38.0,15.6069,0.0,1
442,0.0,138.0,146.0,53.5,16.231176,0.0,2
443,0.0,79.0,146.0,32.0,14.04621,0.0,2
444,0.4417104000000001,156.0,20.0,43.0,16.855452,0.0,3
445,0.0,198.0,187.0,53.5,13.734072,0.0,2
446,0.0,16.0,146.0,53.5,12.797658,0.0,2
447,0.0,264.0,187.0,22.0,14.358348,0.0,3
448,0.0,290.0,146.0,10.0,14.982624,0.0,3
449,0.0,174.0,187.0,53.5,15.5444724,0.0,2
450,0.0,117.0,20.0,22.0,16.855452,0.0,3
451,0.0,180.0,74.0,19.0,16.855452,0.0,3
452,0.0,119.0,146.0,53.5,16.855452,0.0,2
453,0.0,159.0,146.0,27.0,13.734072,0.0,3
454,143.55588,156.0,90.0,53.5,13.6716444,0.0,1
455,0.0,96.0,146.0,39.0,16.543314,0.0,2
456,0.0,107.0,80.0,53.5,14.982624,0.0,2
457,0.0,94.0,146.0,53.5,17.3548728,0.0,2
458,143.55588,164.0,146.0,53.5,12.3606648,0.0,1
459,0.0,118.0,146.0,53.5,14.9201964,0.0,2
460,0.0,32.0,187.0,41.0,14.982624,0.0,2
