,BALANCE_EXCESS,BALANCE_TENURE,CITY,COMPLETED_TENURE,CURRENT_INTEREST_RATE,FORECLOSURE,sil_width,Clus_kmeans
125,0.0,181.0,20.0,43.0,14.982624,0.0,-0.0079466440077529,2
126,0.0,157.0,146.0,36.0,14.982624,0.0,0.15187701463323774,2
127,0.0,196.0,146.0,53.0,17.16759,0.0,0.27564917248331433,2
128,0.4417104000000001,108.0,160.0,53.5,13.6716444,0.0,0.3319792591480686,2
129,0.0,16.0,146.0,53.5,17.16759,0.0,0.41982392499154786,2
130,0.0,16.0,20.0,53.5,12.797658,0.0,0.23851454615527948,2
131,0.0,58.0,53.0,53.5,14.670486,0.0,0.3295865305156735,2
132,0.0,101.0,2.0,26.0,14.4832032,0.0,0.13735121481247772,3
133,0.0,75.0,224.0,53.5,12.1109544,0.0,0.2312951451054456,2
134,143.55588,246.0,53.0,48.0,12.797658,0.0,0.10771982909563686,1
135,0.0,96.0,187.0,40.0,14.5456308,0.0,0.28595596093856157,2
136,0.0,152.0,146.0,41.0,14.670486,0.0,0.22615222846857067,2
137,0.0,233.0,187.0,52.0,14.982624,0.0,0.07012931508037877,2
138,0.4417104000000001,141.0,187.0,53.5,14.982624,0.0,0.31063389886508774,2
139,0.8834208000000001,37.0,161.0,53.5,17.16759,0.0,0.4293028568462628,2
140,0.0,53.0,146.0,53.5,12.3606648,0.0,0.315228540681985,2
141,0.0,96.0,161.0,53.5,12.9849408,0.0,0.31133561937804544,2
142,0.4417104000000001,122.0,146.0,53.5,13.109796,0.0,0.29738391408289383,2
143,0.0,16.0,146.0,35.0,15.294762,0.0,0.3474752609489495,2
144,6.625656,48.0,146.0,53.5,12.4230924,0.0,0.32108790384537617,2
145,0.0,122.0,146.0,53.5,15.2323344,0.0,0.38426897951005956,2
146,0.0,286.0,146.0,25.0,14.670486,0.0,0.12104841263575249,0
147,143.55588,85.0,146.0,53.5,13.0473684,0.0,0.11681768332451423,2
148,0.0,113.0,146.0,53.5,16.4184588,0.0,0.4209367631383844,2
149,1.3251312,208.0,187.0,45.0,17.479728,0.0,0.15895703583245613,2
150,0.0,16.0,146.0,37.0,17.479728,0.0,0.3905397374882928,2
151,0.0,218.0,146.0,28.0,16.855452,0.0,0.08217341449964825,0
152,0.0,16.0,146.0,53.5,14.670486,0.0,0.3873644999162773,2
153,0.0,16.0,146.0,53.5,12.48552,0.0,0.31957080803746374,2
154,0.0,144.0,187.0,53.5,19.8519768,0.0,0.3466875036319359,2
155,0.0,99.0,146.0,29.0,17.16759,0.0,0.31054456063573593,2
156,0.0,63.0,146.0,53.5,12.797658,0.0,0.3318757048159822,2
157,0.0,175.0,224.0,53.5,12.797658,0.0,0.10100532613785003,2
158,0.4417104000000001,120.0,20.0,53.5,15.8566104,0.0,0.2685329545010352,2
159,0.0,175.0,146.0,32.0,16.855452,0.0,0.12102331779918354,2
160,0.0,284.0,146.0,27.0,14.670486,0.0,0.11554848374302541,0
161,0.0,16.0,187.0,37.0,15.919038,0.0,0.34421437335212973,2
162,0.0,16.0,161.0,53.5,16.543314,0.0,0.4125612093359103,2
163,0.0,174.0,53.0,32.0,16.4184588,0.0,-0.06663648614047236,2
164,0.0,242.0,224.0,26.0,13.734072,0.0,0.3570291420984612,0
165,1.104276,158.0,2.0,46.0,14.982624,0.0,0.07214401135871089,2
166,2.208552,248.0,146.0,50.0,14.982624,0.0,0.04963426554126267,2
167,0.0,139.0,146.0,53.5,14.982624,0.0,0.35051948375497044,2
168,0.0,16.0,53.0,53.5,16.855452,0.0,0.35979667372796253,2
169,143.55588,198.0,20.0,53.5,12.4230924,0.0,0.039393436943423774,1
170,0.0,180.0,146.0,26.0,16.231176,0.0,-0.09203979952336533,2
171,0.0,57.0,161.0,53.5,14.04621,0.0,0.3737152331013894,2
172,0.0,16.0,146.0,47.0,17.791866,0.0,0.41806463512438774,2
173,0.0,162.0,224.0,46.0,17.16759,0.0,0.24061171472050732,2
174,0.0,96.0,146.0,53.5,12.4230924,0.0,0.2937358360127492,2
175,143.55588,77.0,146.0,53.5,13.9837824,0.0,0.14451845138688504,2
176,143.55588,16.0,146.0,53.5,15.2323344,0.0,0.1984086876856092,2
177,0.0,247.0,187.0,39.0,14.358348,0.0,0.1808233399227076,0
178,1.104276,75.0,187.0,53.5,13.9213548,0.0,0.34473806617794023,2
179,0.0,183.0,53.0,24.0,16.855452,0.0,0.24181395327674857,3
180,0.8834208000000001,180.0,161.0,50.0,14.670486,0.0,0.2155168874423011,2
181,0.0,90.0,146.0,53.5,12.6728028,0.0,0.31133950495180995,2
182,0.0,72.0,187.0,53.5,18.104004,0.0,0.41779008097154136,2
183,0.0,92.0,187.0,36.0,17.16759,0.0,0.3482233023062211,2
184,0.0,148.0,2.0,53.5,16.855452,0.0,0.21808828315017456,2
185,0.0,170.0,146.0,28.0,16.855452,0.0,0.05620996829054055,2
186,0.0,208.0,146.0,53.5,14.04621,0.0,0.15140836034750346,2
187,0.0,160.0,187.0,39.0,16.855452,0.0,0.2260023576695806,2
188,0.0,81.0,2.0,46.0,14.982624,0.0,0.21718924611884532,2
189,0.0,82.0,2.0,46.0,17.16759,0.0,0.27078049661402737,2
190,0.02208552,57.0,2.0,53.5,11.861244,0.0,0.17109296400303448,2
191,0.0,120.0,192.0,53.5,15.2323344,0.0,0.3463206324873847,2
192,0.0,273.0,20.0,39.0,14.670486,0.0,0.20644315409674402,3
193,143.55588,180.0,74.0,29.0,17.16759,0.0,0.24861796789194343,1
194,143.55588,59.0,2.0,53.5,17.16759,0.0,0.17728427022065674,2
195,0.0,109.0,187.0,32.0,14.670486,0.0,0.15607134038519102,2
196,0.4417104000000001,287.0,187.0,26.0,14.670486,0.0,0.2284758343001258,0
197,1.104276,145.0,187.0,53.5,18.9155628,0.0,0.35574591270860145,2
198,0.0,182.0,187.0,27.0,17.16759,0.0,-0.07224477270291323,2
199,0.0,34.0,146.0,53.5,12.9849408,0.0,0.3416423156907813,2
200,143.55588,211.0,146.0,53.5,17.2300176,0.0,0.010293645454738584,2
201,2.208552,147.0,20.0,26.0,17.16759,0.0,-0.1157708001263691,2
202,0.0,76.0,53.0,53.5,18.416142,0.0,0.37341403059163464,2
203,0.0,76.0,53.0,53.5,18.416142,0.0,0.37341403059163464,2
204,0.0,165.0,146.0,42.0,16.855452,0.0,0.29276868142957096,2
205,0.0,151.0,74.0,49.0,14.358348,0.0,0.22026997259608827,2
206,1.5459864,163.0,187.0,53.5,14.04621,0.0,0.22750125756849024,2
207,0.0,182.0,187.0,27.0,17.16759,0.0,-0.07224477270291323,2
208,0.0,307.0,166.0,26.0,14.670486,0.0,0.15914260245556383,0
209,0.4417104000000001,56.0,224.0,53.5,13.6092168,0.0,0.30214711342689554,2
210,0.0,285.0,53.0,27.0,14.04621,0.0,0.18517071052459527,3
211,0.8834208000000001,149.0,187.0,49.0,16.855452,0.0,0.3316272405909803,2
212,0.0,274.0,187.0,26.0,13.421934,0.0,0.25465947610994366,0
213,0.0,135.0,187.0,53.5,12.4230924,0.0,0.2067450050944233,2
214,0.8834208000000001,30.0,146.0,53.5,14.04621,0.0,0.37763419452007274,2
215,0.0,108.0,146.0,26.0,13.734072,0.0,0.03421563138189799,2
216,0.0,237.0,187.0,47.0,14.04621,0.0,-0.044294420839517464,2
217,0.0,122.0,2.0,53.5,15.2323344,0.0,0.21869483852470517,2
218,0.4417104000000001,100.0,187.0,35.0,13.421934,0.0,0.14889070823247805,2
219,0.0,166.0,146.0,25.0,14.04621,0.0,0.12298093285962176,0
220,0.0,16.0,146.0,53.5,13.9837824,0.0,0.3694944417620382,2
221,143.55588,82.0,146.0,53.5,14.9201964,0.0,0.15819050842209373,2
222,0.0,124.0,146.0,53.5,12.797658,0.0,0.2785372066670441,2
223,0.0,261.0,146.0,23.0,14.358348,0.0,0.14639523165315116,0
224,0.0,90.0,146.0,29.0,14.358348,0.0,0.1945552866500881,2
225,0.0,128.0,146.0,53.5,11.236968,0.0,0.19113124086744698,2
226,0.0,130.0,146.0,53.5,18.9155628,0.0,0.40388500640600805,2
227,1.52390088,124.0,146.0,38.0,14.982624,0.0,0.28628241571387364,2
228,0.0,104.0,146.0,24.0,17.16759,0.0,0.2245289311113541,2
229,2.4294072,147.0,187.0,33.0,19.352556,0.0,0.24122873632886233,2
230,0.0,168.0,146.0,31.0,17.16759,0.0,0.14659630812750446,2
231,0.4417104000000001,264.0,146.0,23.0,14.982624,0.0,0.13470208407284331,0
232,0.4417104000000001,110.0,146.0,53.5,13.734072,0.0,0.3422323208254638,2
233,0.0,167.0,146.0,31.0,16.855452,0.0,0.13404961090418713,2
234,3.0919728,155.0,146.0,43.0,16.543314,0.0,0.32231912550503156,2
235,0.0,42.0,146.0,42.0,17.16759,0.0,0.42598340000369006,2
236,143.55588,98.0,146.0,53.5,13.0473684,0.0,0.10258339669993942,2
237,0.0,255.0,224.0,29.0,14.358348,0.0,0.3150771378268653,0
238,0.0,130.0,187.0,22.0,14.358348,0.0,0.192030272212808,0
239,0.0,145.0,187.0,53.5,14.9201964,0.0,0.30060280049178995,2
240,0.0,145.0,20.0,53.5,18.9155628,0.0,0.26952648114261185,2
241,0.0,136.0,224.0,53.5,12.4230924,0.0,0.1653452804536516,2
242,0.0,92.0,2.0,53.5,13.2970788,0.0,0.19128689104363247,2
243,0.0,42.0,187.0,53.5,17.3548728,0.0,0.41422834614786413,2
244,0.4417104000000001,81.0,20.0,53.5,12.1109544,0.0,0.18162341092697482,2
245,0.0,276.0,224.0,24.0,14.04621,0.0,0.32548176459673894,0
246,0.0,333.0,2.0,25.0,14.982624,0.0,0.20204011535789265,3
247,0.4417104000000001,54.0,53.0,33.0,16.543314,0.0,0.2664420265193467,2
248,143.55588,195.0,2.0,25.0,17.479728,0.0,0.1641720164467467,1
249,0.0,62.0,187.0,25.0,17.16759,0.0,0.25770211556260714,2
250,2.6502624,144.0,187.0,53.5,17.0427348,0.0,0.3555782792531866,2
251,0.0,150.0,187.0,50.0,14.358348,0.0,0.2501718309483097,2
252,143.55588,90.0,2.0,53.5,12.173382,0.0,0.08165053709516135,2
253,143.55588,89.0,2.0,53.5,13.734072,0.0,0.11053944057820672,2
254,0.4417104000000001,175.0,187.0,40.0,14.04621,0.0,0.028772185217985954,2
255,0.0,177.0,2.0,32.0,17.16759,0.0,0.1145371333445776,3
256,0.4417104000000001,152.0,187.0,53.5,14.04621,0.0,0.2513664764406428,2
257,0.0,145.0,20.0,53.5,18.9155628,0.0,0.26952648114261185,2
258,0.0,269.0,224.0,20.0,14.982624,0.0,0.3445555225816058,0
259,0.0,252.0,224.0,32.0,14.358348,0.0,0.29505937959471684,0
260,143.55588,131.0,146.0,53.5,14.358348,0.0,0.0864110911671363,2
261,0.0,16.0,224.0,53.5,16.855452,0.0,0.36867873255475186,2
262,0.0,145.0,53.0,47.0,12.797658,0.0,0.10253627518941173,2
263,0.0,258.0,146.0,26.0,14.358348,0.0,0.1347612357119308,0
264,0.0,117.0,20.0,22.0,14.358348,0.0,0.25447198886471795,3
265,0.0,75.0,146.0,53.5,13.734072,0.0,0.367443164367939,2
266,0.0,85.0,146.0,40.0,16.7305968,0.0,0.4159226238517746,2
267,0.0,209.0,187.0,20.0,14.358348,0.0,0.3542099437585546,0
268,0.0,30.0,187.0,53.5,13.734072,0.0,0.3421071898366383,2
269,0.0,213.0,187.0,53.5,14.04621,0.0,0.10020102187758909,2
270,0.0,142.0,187.0,53.5,16.855452,0.0,0.355226428622915,2
271,0.0,106.0,187.0,53.5,12.1109544,0.0,0.23546091416448942,2
272,0.0,211.0,146.0,53.5,14.9201964,0.0,0.17752451947058195,2
273,0.0,16.0,224.0,53.5,16.855452,0.0,0.36867873255475186,2
274,0.0,145.0,53.0,47.0,12.797658,0.0,0.10253627518941173,2
275,0.0,150.0,74.0,48.0,16.855452,0.0,0.30182095657265406,2
276,143.55588,97.0,146.0,53.5,15.4820448,0.0,0.1529242583112536,2
277,0.0,27.0,187.0,34.0,14.358348,0.0,0.2771799413877348,2
278,143.55588,57.0,20.0,53.5,12.1109544,0.0,0.11122997450681181,2
279,0.0,216.0,146.0,53.5,14.670486,0.0,0.15485762593511865,2
280,0.0,30.0,187.0,44.0,16.855452,0.0,0.3950820009239704,2
281,0.4417104000000001,241.0,20.0,44.0,14.358348,0.0,0.1439282149262537,3
282,0.0,85.0,146.0,53.5,11.9860992,0.0,0.28144226170241243,2
283,0.0,231.0,146.0,31.0,14.04621,0.0,0.11956338389956836,0
284,0.0,255.0,187.0,29.0,14.358348,0.0,0.24802753523599524,0
285,0.0,117.0,146.0,53.5,12.4230924,0.0,0.2693572971408358,2
286,0.0,278.0,146.0,22.0,13.2346512,0.0,0.1493813760185054,0
287,0.4417104000000001,85.0,90.0,53.5,14.9201964,0.0,0.37118913570656153,2
288,0.4417104000000001,207.0,53.0,33.0,14.1086376,0.0,0.24627134400639014,3
289,0.4417104000000001,140.0,146.0,36.0,14.982624,0.0,0.21298302416220094,2
290,143.55588,47.0,20.0,53.5,16.4184588,0.0,0.18392986902960015,2
291,0.0,159.0,2.0,40.0,16.855452,0.0,0.06505991652033899,2
292,0.0,164.0,146.0,34.0,16.855452,0.0,0.19935774957920607,2
293,0.0,16.0,146.0,35.0,16.855452,0.0,0.3765787004973715,2
294,0.0,16.0,146.0,35.0,16.855452,0.0,0.3765787004973715,2
295,1.3251312,269.0,146.0,9.0,14.670486,0.0,0.17177781627316305,0
296,0.0,90.0,20.0,53.5,13.6716444,0.0,0.2331112954712495,2
297,0.0,63.0,146.0,40.0,13.109796,0.0,0.2871087443661269,2
298,0.0,130.0,146.0,43.0,12.3606648,0.0,0.16525850565660652,2
299,0.0,157.0,146.0,53.5,12.0485268,0.0,0.18018199594170384,2
300,0.0,122.0,146.0,46.0,14.04621,0.0,0.31030340522570254,2
301,0.0,153.0,146.0,45.0,15.919038,0.0,0.3198813554953437,2
302,143.55588,145.0,146.0,53.5,16.7930244,0.0,0.1088857640332273,2
303,0.0,197.0,146.0,53.5,14.04621,0.0,0.18036158787175754,2
304,0.0,63.0,146.0,37.0,14.670486,0.0,0.34142396513474027,2
305,0.8834208000000001,150.0,146.0,49.0,16.855452,0.0,0.3687699517712039,2
306,0.0,147.0,161.0,52.0,16.855452,0.0,0.36884438624388366,2
307,0.4417104000000001,147.0,53.0,33.0,15.6693276,0.0,0.011915405132239718,2
308,0.0,165.0,146.0,32.0,14.670486,0.0,0.0036327084896866473,2
309,0.0,131.0,20.0,53.5,18.2912868,0.0,0.2881286277682423,2
310,0.0,98.0,146.0,24.0,15.919038,0.0,0.18018460965925062,2
311,0.0,102.0,146.0,35.0,12.2982372,0.0,0.12303991170066295,2
312,0.0,29.0,146.0,53.5,14.9201964,0.0,0.4007416615130896,2
313,0.0,138.0,146.0,53.5,16.855452,0.0,0.39588959681475183,2
314,1.23678912,178.0,187.0,21.0,16.855452,0.0,0.2172918632711353,0
315,0.0,16.0,74.0,32.0,16.855452,0.0,0.29854118514072076,2
316,0.0,42.0,53.0,53.5,14.9201964,0.0,0.3368030445481022,2
317,143.55588,106.0,166.0,53.5,16.7305968,0.0,0.1580303460965833,2
318,0.4417104000000001,240.0,146.0,28.0,14.982624,0.0,0.12131081730840337,0
319,0.0,16.0,146.0,53.5,15.6069,0.0,0.4054767487695597,2
320,0.0,264.0,224.0,21.0,14.358348,0.0,0.35866837208913877,0
321,0.0,134.0,20.0,53.5,18.6034248,0.0,0.2847038124474211,2
322,0.0,88.0,53.0,38.0,17.479728,0.0,0.30527371921984925,2
323,0.0,193.0,53.0,53.5,14.2959204,0.0,0.12270621347867379,2
324,0.0,19.0,187.0,53.5,15.294762,0.0,0.37948314924362947,2
325,126.3291744,16.0,20.0,53.5,17.16759,0.0,0.23228544809425536,2
326,0.0,166.0,146.0,53.5,12.797658,0.0,0.19857284368943998,2
327,143.55588,76.0,146.0,53.5,16.855452,0.0,0.19094260645016334,2
328,0.0,104.0,187.0,47.0,14.04621,0.0,0.30267432389190624,2
329,0.0,145.0,2.0,53.5,16.855452,0.0,0.2231858080979106,2
330,0.0,115.0,90.0,53.5,14.9201964,0.0,0.3472742764001716,2
331,0.0,34.0,146.0,31.0,16.4184588,0.0,0.3523323785148966,2
332,0.0,173.0,187.0,26.0,16.855452,0.0,-0.08539014580082066,2
333,0.0,16.0,224.0,53.0,14.04621,0.0,0.31625289873519724,2
334,0.0,89.0,187.0,53.5,13.734072,0.0,0.3284652528012664,2
335,0.0,105.0,2.0,53.5,15.2323344,0.0,0.2408513240127401,2
336,0.0,16.0,20.0,53.5,16.855452,0.0,0.32507385792835525,2
337,0.0,261.0,53.0,23.0,14.358348,0.0,0.24279424456842946,3
338,0.0,95.0,224.0,53.5,12.4230924,0.0,0.22587730281517066,2
339,0.0,20.0,161.0,33.0,16.855452,0.0,0.35962647691976596,2
340,0.0,103.0,146.0,53.5,15.2323344,0.0,0.403853998436864,2
341,0.0,102.0,187.0,53.5,12.48552,0.0,0.25885874827936856,2
342,0.0,135.0,187.0,53.5,18.6034248,0.0,0.37135630542587217,2
343,1.3251312,134.0,80.0,46.0,14.358348,0.0,0.24390729772371517,2
344,0.0,111.0,146.0,27.0,13.734072,0.0,0.04497134500838412,2
345,0.0,227.0,187.0,45.0,14.04621,0.0,-0.05048715478589959,2
346,0.4417104000000001,116.0,71.0,53.5,14.9201964,0.0,0.3228456350237324,2
347,1.5459864,244.0,146.0,42.0,16.543314,0.0,0.023269683902148747,2
348,0.4417104000000001,184.0,187.0,17.0,17.16759,0.0,0.2502644142789113,0
349,0.0,163.0,187.0,35.0,16.543314,0.0,0.1413051083413511,2
350,0.0,16.0,224.0,28.0,16.543314,0.0,0.2546770518471304,2
351,0.0,138.0,146.0,35.0,13.2346512,0.0,0.07680633029921219,2
352,0.0,219.0,53.0,26.0,14.358348,0.0,0.28994023010762565,3
353,0.0,42.0,187.0,53.5,17.0427348,0.0,0.4128252479895907,2
